#Down SWR Down LWR Precipit  Air Tem  Windspe Pressure Spec Hum
#W m-2 W m-2 Kg m-2 s-1 K m s-1 Pa kg kg
 326.8 249.7 0.00E+00 281.58  1.63  96930 0.00359
 188.5 247.9 0.00E+00 281.25  2.10  96940 0.00351
  42.8 240.3 0.00E+00 278.26  1.59  97040 0.00358
   0.0 248.8 0.00E+00 276.34  1.67  97140 0.00345
  -0.1 240.3 0.00E+00 274.80  1.27  97240 0.00336
  -0.1 245.9 0.00E+00 272.04  0.72  97350 0.00313
   0.0 233.2 0.00E+00 270.42  1.19  97450 0.00295
  -0.1 233.6 0.00E+00 269.21  1.47  97530 0.00275
  -0.2 228.0 0.00E+00 267.87  1.94  97620 0.00255
  -0.1 222.1 0.00E+00 268.85  2.31  97690 0.00267
  -0.2 215.8 0.00E+00 268.60  2.03  97730 0.00263
  -0.2 210.5 0.00E+00 268.87  2.30  97820 0.00263
  -0.1 215.3 0.00E+00 268.41  1.35  97950 0.00252
  -0.2 214.3 0.00E+00 266.79  2.20  98040 0.00222
  -0.2 216.9 0.00E+00 267.80  2.43  98140 0.00234
  -0.2 215.4 0.00E+00 268.09  2.70  98210 0.00240
  -0.2 211.0 0.00E+00 268.57  3.65  98280 0.00249
  15.0 211.6 0.00E+00 269.05  3.58  98390 0.00255
 133.8 212.8 0.00E+00 270.80  3.13  98510 0.00277
 300.9 218.2 0.00E+00 274.36  5.23  98540 0.00311
 424.1 224.6 0.00E+00 277.10  5.64  98620 0.00305
 497.0 230.9 0.00E+00 279.25  6.86  98600 0.00282
 509.0 236.2 0.00E+00 280.41  8.06  98570 0.00262
 459.3 238.2 0.00E+00 280.67  7.92  98560 0.00260
 355.0 234.7 0.00E+00 280.22  7.79  98580 0.00260
 207.0 232.6 0.00E+00 279.41  7.06  98610 0.00255
  53.6 226.6 0.00E+00 277.85  5.46  98680 0.00246
  -0.2 224.2 0.00E+00 274.14  2.68  98790 0.00246
  -0.2 221.2 0.00E+00 272.83  3.29  98880 0.00248
  -0.2 219.1 0.00E+00 272.77  3.72  98920 0.00257
  -0.2 216.2 0.00E+00 273.29  5.47  98960 0.00265
  -0.2 213.7 0.00E+00 272.84  5.74  98990 0.00261
  -0.2 211.4 0.00E+00 271.90  5.33  99020 0.00255
  -0.2 209.5 0.00E+00 269.83  2.98  99080 0.00247
  -0.2 208.7 0.00E+00 268.57  1.90  99120 0.00237
  -0.2 205.2 0.00E+00 268.18  3.03  99120 0.00232
  -0.2 200.6 0.00E+00 267.58  4.30  99160 0.00227
  -0.2 197.0 0.00E+00 267.39  6.44  99160 0.00206
  -0.2 197.2 0.00E+00 266.39  5.45  99190 0.00191
  -0.2 197.4 0.00E+00 265.88  5.36  99240 0.00184
  -0.2 195.5 0.00E+00 265.33  5.01  99290 0.00178
  15.2 193.2 0.00E+00 265.01  4.39  99340 0.00174
 139.3 192.7 0.00E+00 266.34  5.69  99330 0.00177
 298.2 194.0 0.00E+00 267.85  7.50  99320 0.00175
 423.8 196.1 0.00E+00 269.28  6.86  99350 0.00167
 499.4 200.4 0.00E+00 271.28  6.31  99280 0.00166
 513.9 206.3 0.00E+00 272.90  5.91  99190 0.00162
 468.1 208.1 0.00E+00 274.32  5.76  99120 0.00158
 365.8 208.2 0.00E+00 275.03  5.93  99050 0.00149
 216.3 208.3 0.00E+00 274.79  4.93  99020 0.00147
  53.9 204.7 0.00E+00 273.00  2.94  99010 0.00153
  -1.7 204.0 0.00E+00 268.91  1.01  99030 0.00149
  -1.5 204.1 0.00E+00 268.09  0.56  99030 0.00149
  -1.5 203.2 0.00E+00 266.75  0.83  99010 0.00158
  -1.6 204.0 0.00E+00 265.58  0.77  98950 0.00160
  -3.1 206.6 0.00E+00 264.14  1.00  98870 0.00157
  -0.9 207.5 0.00E+00 264.42  1.57  98740 0.00158
  -1.4 211.9 0.00E+00 264.35  1.89  98610 0.00161
  -0.4 215.9 0.00E+00 265.14  1.81  98510 0.00167
  -0.6 220.0 0.00E+00 264.94  1.85  98420 0.00173
  -0.2 223.7 0.00E+00 267.44  3.21  98260 0.00190
  -0.2 223.5 0.00E+00 268.52  3.63  98110 0.00197
  -0.2 225.3 0.00E+00 268.94  4.39  97930 0.00207
  -0.2 226.2 0.00E+00 269.19  3.99  97770 0.00219
  -0.2 233.5 0.00E+00 270.88  4.61  97640 0.00233
  16.8 238.3 0.00E+00 271.80  4.17  97560 0.00240
 119.1 241.4 0.00E+00 273.56  5.41  97440 0.00247
 275.3 244.9 0.00E+00 276.23  6.06  97360 0.00247
 348.4 256.8 0.00E+00 278.29  6.15  97280 0.00249
 418.9 262.6 0.00E+00 281.48  5.59  97200 0.00255
 442.7 269.9 0.00E+00 284.55  5.48  97090 0.00259
 394.2 272.0 0.00E+00 287.04  5.29  96980 0.00268
 317.8 277.5 0.00E+00 287.85  4.41  96960 0.00276
 150.2 270.5 0.00E+00 286.31  3.44  96940 0.00280
  30.5 267.1 0.00E+00 282.74  2.13  97000 0.00282
   0.0 265.0 0.00E+00 279.26  1.17  97090 0.00273
   0.0 262.6 0.00E+00 277.29  1.47  97140 0.00271
  -0.5 263.2 0.00E+00 275.82  1.53  97220 0.00276
  -0.1 265.1 0.00E+00 275.70  1.87  97190 0.00285
   0.0 268.1 0.00E+00 275.37  1.48  97130 0.00287
   0.0 264.2 0.00E+00 274.93  1.08  97160 0.00282
  -0.1 260.7 0.00E+00 274.26  1.18  97160 0.00287
  -0.1 256.6 0.00E+00 273.21  1.06  97130 0.00285
  -0.2 257.1 0.00E+00 271.41  1.24  97130 0.00279
  -0.1 256.3 0.00E+00 271.87  1.01  97190 0.00284
  -0.1 255.1 0.00E+00 271.61  1.11  97190 0.00283
  -0.2 254.5 0.00E+00 270.47  0.99  97210 0.00274
  -0.2 251.6 0.00E+00 269.04  1.38  97260 0.00260
  -0.2 250.3 0.00E+00 268.33  1.04  97390 0.00252
  12.4 250.5 0.00E+00 268.82  0.68  97480 0.00257
 119.8 253.6 0.00E+00 273.02  0.90  97550 0.00308
 268.4 259.5 0.00E+00 278.67  1.67  97640 0.00354
 390.7 270.2 0.00E+00 283.62  5.01  97810 0.00397
 460.8 278.5 0.00E+00 287.15  4.97  97860 0.00398
 476.8 285.8 0.00E+00 290.49  6.45  97880 0.00332
 434.6 283.5 0.00E+00 291.05  7.71  97940 0.00258
 300.8 309.9 0.00E+00 289.84  7.64  98090 0.00246
  98.5 311.8 0.00E+00 286.91  5.92  98300 0.00286
  27.4 313.7 0.00E+00 284.80  5.40  98500 0.00327
   0.0 310.6 0.00E+00 282.48  5.03  98690 0.00354
   0.0 308.9 0.00E+00 281.38  4.57  98860 0.00359
   0.0 298.0 0.00E+00 280.41  5.50  99030 0.00334
   0.0 288.8 0.00E+00 278.94  4.91  99180 0.00328
   0.0 279.1 0.00E+00 277.44  4.05  99300 0.00307
   0.0 271.8 0.00E+00 276.55  3.72  99420 0.00272
   0.0 268.9 0.00E+00 275.03  2.73  99510 0.00263
   0.0 279.5 0.00E+00 274.64  2.75  99570 0.00261
  -0.1 275.0 0.00E+00 273.67  1.98  99650 0.00249
  -0.1 275.0 0.00E+00 273.52  2.25  99700 0.00241
  -0.2 261.1 0.00E+00 272.20  1.59  99730 0.00233
  -0.2 262.4 0.00E+00 271.56  1.41  99760 0.00235
  -0.3 256.4 0.00E+00 270.14  1.00  99840 0.00225
  -0.2 272.2 0.00E+00 270.94  0.82  99860 0.00236
   8.6 259.2 0.00E+00 270.98  1.44  99930 0.00244
  64.1 256.9 0.00E+00 271.39  1.01  99950 0.00263
 190.2 272.0 0.00E+00 274.82  1.66  99960 0.00259
 256.0 265.7 0.00E+00 278.52  2.29  99930 0.00218
 188.9 302.8 0.00E+00 279.12  3.57  99910 0.00182
 171.4 309.3 0.00E+00 279.41  3.77  99870 0.00165
  92.2 311.4 0.00E+00 279.62  2.87  99830 0.00173
  61.9 311.6 0.00E+00 279.68  2.27  99770 0.00167
  38.8 310.5 0.00E+00 279.28  2.01  99770 0.00172
   6.5 308.5 0.00E+00 278.01  1.45  99750 0.00195
   0.0 306.6 0.00E+00 276.85  1.27  99750 0.00213
   0.0 310.9 0.00E+00 276.68  1.46  99750 0.00211
   0.0 309.5 0.00E+00 276.20  1.60  99720 0.00230
   0.0 309.0 0.00E+00 276.16  1.71  99650 0.00240
   0.0 307.4 0.00E+00 275.79  1.16  99630 0.00250
   0.0 306.7 0.00E+00 275.52  1.18  99600 0.00253
   0.0 304.1 0.00E+00 274.83  1.19  99570 0.00273
   0.0 304.9 0.00E+00 274.69  1.52  99520 0.00279
   0.0 302.1 0.00E+00 274.85  1.40  99450 0.00270
  -0.1 270.5 0.00E+00 273.94  1.78  99440 0.00254
  -0.2 254.2 0.00E+00 272.54  2.20  99390 0.00239
  -0.2 258.8 0.00E+00 271.88  1.80  99370 0.00237
  -0.2 267.5 0.00E+00 272.46  2.44  99290 0.00241
  -0.2 263.3 0.00E+00 272.72  2.51  99220 0.00235
   4.2 263.3 0.00E+00 272.75  2.50  99170 0.00231
  61.9 266.5 0.00E+00 274.91  4.28  99080 0.00217
  67.7 318.1 0.00E+00 276.69  5.66  98960 0.00207
  63.9 322.7 0.00E+00 277.82  5.91  98880 0.00195
  57.6 325.2 0.00E+00 278.29  5.34  98730 0.00204
  44.5 331.1 0.00E+00 277.76  5.55  98550 0.00241
  45.1 333.0 0.00E+00 277.95  6.10  98370 0.00241
  14.3 327.3 0.00E+00 277.31  6.16  98240 0.00278
  11.3 319.7 7.06E-05 275.77  5.17  98240 0.00352
   1.4 315.4 4.94E-04 274.71  3.01  98320 0.00392
   0.0 313.8 7.06E-05 274.02  3.74  98330 0.00391
   0.0 313.3 0.00E+00 273.92  4.39  98320 0.00390
   0.0 313.3 7.06E-05 273.92  4.09  98320 0.00392
   0.0 313.8 7.06E-05 274.02  3.95  98330 0.00397
   0.0 314.5 1.41E-04 274.18  4.14  98290 0.00403
   0.0 315.2 2.12E-04 274.34  4.19  98270 0.00410
   0.0 315.7 7.06E-05 274.45  3.93  98250 0.00415
   0.0 314.9 7.06E-05 274.32  3.35  98230 0.00413
   0.0 313.8 0.00E+00 274.06  3.61  98230 0.00407
   0.0 311.8 7.06E-05 273.69  3.44  98240 0.00398
   0.0 310.3 0.00E+00 273.33  3.23  98270 0.00388
   0.0 310.0 0.00E+00 273.27  3.01  98280 0.00388
   0.0 310.0 0.00E+00 273.21  2.78  98320 0.00387
   0.0 310.0 0.00E+00 273.24  2.74  98380 0.00388
   2.0 310.1 0.00E+00 273.27  2.85  98410 0.00390
  17.1 310.2 7.06E-05 273.27  3.20  98440 0.00390
  43.1 308.7 7.06E-05 273.28  3.83  98500 0.00390
  46.2 305.8 0.00E+00 273.27  3.93  98560 0.00389
  56.5 303.3 0.00E+00 273.15  3.74  98550 0.00386
 118.6 301.8 0.00E+00 273.34  2.83  98480 0.00391
  93.8 303.0 0.00E+00 273.62  2.24  98430 0.00400
  83.5 303.2 0.00E+00 273.71  2.25  98410 0.00402
  20.4 300.9 0.00E+00 273.31  2.59  98440 0.00391
   3.6 300.7 0.00E+00 273.11  2.24  98490 0.00385
   0.1 299.2 0.00E+00 273.05  2.51  98510 0.00383
   0.0 298.9 0.00E+00 272.95  2.59  98540 0.00380
   0.1 297.8 0.00E+00 272.69  1.68  98590 0.00373
   0.0 297.1 0.00E+00 272.53  1.69  98540 0.00369
   0.0 289.6 0.00E+00 272.33  1.53  98510 0.00364
   0.1 295.7 0.00E+00 272.24  1.33  98450 0.00361
   0.0 298.0 0.00E+00 272.26  0.98  98460 0.00362
   0.1 298.7 0.00E+00 272.27  1.12  98460 0.00362
   0.1 297.3 0.00E+00 272.18  2.00  98450 0.00360
   0.1 297.8 0.00E+00 272.14  2.16  98420 0.00359
   0.1 299.6 0.00E+00 272.16  2.24  98420 0.00359
   0.1 299.9 0.00E+00 272.14  2.02  98430 0.00359
   0.1 300.0 0.00E+00 272.22  1.41  98430 0.00361
   0.1 300.2 0.00E+00 272.23  0.93  98480 0.00361
   1.9 300.3 0.00E+00 272.18  0.88  98510 0.00360
  50.3 296.1 0.00E+00 272.45  1.35  98540 0.00367
  78.8 300.4 0.00E+00 273.06  1.34  98620 0.00383
 117.2 305.2 0.00E+00 273.63  0.83  98620 0.00399
 102.6 306.4 0.00E+00 274.01  2.10  98620 0.00410
  58.0 306.3 0.00E+00 274.10  3.20  98580 0.00413
  81.0 308.3 0.00E+00 274.49  3.32  98540 0.00425
  46.5 308.4 0.00E+00 274.60  3.44  98540 0.00427
  18.7 310.2 0.00E+00 274.36  2.65  98560 0.00421
   5.1 312.4 7.06E-05 274.16  3.51  98600 0.00415
   0.0 310.2 7.06E-05 273.45  4.51  98650 0.00394
   0.0 307.1 1.41E-04 273.40  5.68  98690 0.00392
   0.0 297.4 0.00E+00 273.30  7.10  98710 0.00389
   0.2 294.8 0.00E+00 273.28  8.15  98710 0.00389
   0.1 284.3 0.00E+00 273.13  8.80  98710 0.00385
   0.0 274.5 0.00E+00 272.49  8.27  98740 0.00367
   0.0 279.6 0.00E+00 271.98  8.63  98790 0.00353
   0.0 285.2 0.00E+00 271.50  6.98  98820 0.00329
   0.0 286.3 0.00E+00 271.40  9.54  98870 0.00302
   0.0 282.3 0.00E+00 271.11  9.12  98920 0.00292
   0.0 286.2 0.00E+00 270.80  9.44  98960 0.00291
   0.0 277.7 0.00E+00 270.59  8.75  98970 0.00292
   0.0 288.6 0.00E+00 270.65  8.14  99040 0.00295
   0.0 289.7 0.00E+00 270.75  8.24  99140 0.00293
   2.8 285.6 0.00E+00 270.75  8.20  99200 0.00292
  34.0 285.8 0.00E+00 270.70  8.69  99250 0.00287
  62.5 290.2 0.00E+00 270.70  7.23  99370 0.00286
 113.5 291.3 0.00E+00 270.96  6.92  99440 0.00291
 165.2 290.4 0.00E+00 271.26  6.27  99430 0.00301
 128.5 293.4 0.00E+00 271.18  5.66  99410 0.00304
 130.8 293.3 0.00E+00 271.19  5.91  99390 0.00304
  82.9 292.6 0.00E+00 271.17  5.81  99400 0.00303
  53.8 291.7 0.00E+00 271.17  5.09  99460 0.00303
  12.1 291.0 0.00E+00 271.02  4.94  99520 0.00301
   0.1 278.3 0.00E+00 270.85  3.88  99550 0.00298
  -0.1 251.5 0.00E+00 270.34  3.10  99590 0.00294
  -0.2 224.2 0.00E+00 269.16  1.35  99620 0.00279
   0.0 272.0 0.00E+00 269.05  1.45  99630 0.00280
  -0.2 251.5 0.00E+00 269.15  1.04  99570 0.00283
  -0.2 256.3 0.00E+00 268.97  0.55  99590 0.00280
  -0.2 223.3 0.00E+00 268.02  0.96  99570 0.00261
  -0.2 257.1 0.00E+00 266.96  0.66  99510 0.00241
  -0.2 269.5 0.00E+00 266.09  0.79  99470 0.00225
  -0.2 271.2 0.00E+00 266.02  1.06  99450 0.00224
  -0.2 275.6 0.00E+00 265.37  1.16  99400 0.00213
   0.0 280.8 0.00E+00 266.55  1.64  99370 0.00234
  -0.1 287.8 0.00E+00 268.16  3.02  99280 0.00265
  -0.1 288.7 0.00E+00 268.35  2.84  99220 0.00269
   1.1 288.8 0.00E+00 268.38  2.86  99190 0.00269
  20.5 290.5 0.00E+00 268.70  3.17  99170 0.00276
  40.2 292.5 0.00E+00 269.07  3.73  99140 0.00284
  58.3 294.7 0.00E+00 269.54  4.40  99100 0.00294
  64.3 296.7 0.00E+00 269.95  4.20  98980 0.00304
  70.3 297.8 0.00E+00 270.24  4.73  98850 0.00311
  69.0 298.9 0.00E+00 270.65  4.73  98690 0.00321
  79.9 297.7 0.00E+00 271.25  5.48  98550 0.00336
  65.0 295.7 0.00E+00 271.87  5.99  98410 0.00352
  12.3 295.8 0.00E+00 272.22  5.41  98340 0.00353
   0.0 285.6 0.00E+00 272.11  5.33  98260 0.00350
   0.0 256.9 0.00E+00 271.83  4.68  98210 0.00345
   0.0 258.7 0.00E+00 271.72  4.23  98190 0.00345
  -0.1 242.9 0.00E+00 271.69  3.84  98130 0.00345
  -0.2 231.2 0.00E+00 271.43  4.14  98050 0.00341
  -0.2 231.2 0.00E+00 271.42  4.01  97990 0.00340
  -0.1 233.1 0.00E+00 271.70  3.60  97940 0.00340
  -0.2 235.9 0.00E+00 271.58  3.23  97870 0.00336
  -0.1 245.5 0.00E+00 271.34  3.83  97780 0.00332
  -0.1 243.2 0.00E+00 271.57  3.60  97720 0.00335
   0.0 271.1 0.00E+00 271.87  3.66  97630 0.00342
   0.0 273.7 0.00E+00 272.44  3.60  97570 0.00352
   0.0 254.6 0.00E+00 271.96  2.80  97540 0.00341
   0.0 273.1 0.00E+00 271.24  2.61  97540 0.00335
   5.5 275.9 0.00E+00 271.97  3.41  97480 0.00347
  31.3 297.1 0.00E+00 272.99  3.30  97450 0.00367
 188.6 282.3 0.00E+00 274.60  4.21  97430 0.00391
 136.2 303.4 0.00E+00 275.42  4.91  97370 0.00404
 250.2 290.6 0.00E+00 276.83  5.18  97290 0.00405
 258.7 302.4 0.00E+00 278.09  5.25  97120 0.00418
 237.7 303.5 0.00E+00 279.09  5.46  97000 0.00432
 179.9 295.3 0.00E+00 280.00  4.72  96970 0.00441
  75.3 287.1 0.00E+00 279.57  2.93  96990 0.00438
  21.7 276.4 0.00E+00 277.55  1.80  97030 0.00427
   0.0 270.3 0.00E+00 275.64  2.39  97050 0.00409
   0.0 260.5 0.00E+00 275.52  2.18  97040 0.00415
   0.0 257.6 0.00E+00 275.02  1.63  97050 0.00405
   0.0 260.0 0.00E+00 274.44  1.80  97070 0.00396
   0.0 256.7 0.00E+00 273.70  1.92  97070 0.00388
   0.0 268.1 0.00E+00 274.12  2.13  97030 0.00401
   0.0 280.9 0.00E+00 274.15  1.82  97010 0.00406
   0.0 267.1 0.00E+00 273.65  1.19  96960 0.00400
   0.0 261.7 0.00E+00 273.21  1.54  96950 0.00390
  -0.1 249.3 0.00E+00 271.79  0.81  96950 0.00355
  -0.1 267.8 0.00E+00 271.71  1.03  96970 0.00353
  -0.1 280.2 0.00E+00 271.34  1.80  96930 0.00344
  -0.2 282.1 0.00E+00 270.80  1.20  96930 0.00330
  -0.2 285.6 0.00E+00 269.55  1.28  97010 0.00301
   6.6 295.4 0.00E+00 269.89  1.10  97040 0.00308
  60.8 296.7 0.00E+00 269.58  0.79  97090 0.00301
 228.0 283.1 0.00E+00 272.85  1.00  97080 0.00380
 347.2 253.3 0.00E+00 276.49  2.27  97080 0.00437
 423.2 250.3 0.00E+00 277.78  3.68  97060 0.00441
 441.5 251.7 0.00E+00 278.68  4.66  97000 0.00460
 307.0 276.4 0.00E+00 277.34  5.75  97000 0.00448
  77.6 306.4 0.00E+00 274.14  5.57  97100 0.00404
  31.0 303.7 0.00E+00 272.97  4.76  97220 0.00381
   6.6 303.1 0.00E+00 272.67  4.18  97270 0.00377
   0.0 302.5 0.00E+00 272.56  4.86  97310 0.00374
   0.0 300.9 0.00E+00 272.20  5.21  97360 0.00364
   0.0 304.5 0.00E+00 272.45  4.30  97400 0.00371
   0.0 306.3 0.00E+00 273.04  3.83  97430 0.00387
   0.0 306.0 0.00E+00 273.26  4.57  97450 0.00393
   0.0 305.7 0.00E+00 273.32  4.79  97510 0.00394
   0.0 307.5 0.00E+00 273.19  5.06  97590 0.00391
   0.0 309.7 0.00E+00 273.07  4.94  97590 0.00387
   0.0 310.2 0.00E+00 273.19  5.14  97610 0.00391
   0.0 311.0 0.00E+00 273.31  5.88  97610 0.00394
   0.0 310.8 0.00E+00 273.29  6.03  97630 0.00393
   0.0 310.3 0.00E+00 273.20  5.73  97640 0.00391
  -0.1 308.0 0.00E+00 272.91  6.41  97680 0.00382
   0.0 304.8 0.00E+00 272.19  6.93  97660 0.00363
   0.0 302.7 0.00E+00 271.63  6.35  97680 0.00348
   4.1 300.7 0.00E+00 271.14  7.15  97780 0.00336
  19.5 289.7 0.00E+00 270.08  6.84  97840 0.00310
  33.3 285.3 0.00E+00 268.98  7.35  97930 0.00285
  75.7 290.3 0.00E+00 268.47  7.50  97830 0.00275
  52.3 288.4 1.41E-04 268.25  7.45  97780 0.00270
  54.0 288.6 0.00E+00 268.20  7.58  97780 0.00269
  48.2 287.9 0.00E+00 267.98  8.46  97730 0.00265
  46.4 286.4 0.00E+00 267.69  8.16  97780 0.00259
  16.3 284.0 0.00E+00 267.17  7.93  97810 0.00249
  -0.2 282.8 0.00E+00 266.91  7.97  97840 0.00244
  -0.2 280.7 0.00E+00 266.44  9.04  97940 0.00235
  -0.2 279.1 0.00E+00 266.04  9.50  97950 0.00228
  -0.2 272.4 0.00E+00 265.91  9.27  97990 0.00226
  -0.2 264.6 0.00E+00 265.84  9.43  97930 0.00225
  -0.2 233.5 0.00E+00 265.57  8.90  97870 0.00220
  -0.2 213.4 0.00E+00 265.25  7.27  97900 0.00215
  -0.2 206.1 0.00E+00 264.22  7.40  97890 0.00198
  -0.2 203.2 0.00E+00 263.63  7.65  97910 0.00189
  -0.2 198.6 0.00E+00 263.19  8.01  97920 0.00183
  -0.2 193.8 0.00E+00 262.93  8.32  97900 0.00177
  -0.2 190.8 0.00E+00 262.80  7.63  97900 0.00173
  -0.2 190.1 0.00E+00 262.63  6.22  98010 0.00166
  -0.2 189.1 0.00E+00 262.34  7.62  98060 0.00158
   8.0 188.9 0.00E+00 262.25  7.96  98100 0.00156
 117.1 186.2 0.00E+00 263.28  7.73  98130 0.00162
 276.0 189.4 0.00E+00 264.58  6.51  98160 0.00168
 404.5 191.0 0.00E+00 265.84  6.40  98200 0.00174
 485.7 196.6 0.00E+00 266.20  7.80  98170 0.00178
 503.6 198.7 0.00E+00 266.81  7.26  98100 0.00183
 457.7 194.7 0.00E+00 267.41  6.67  98090 0.00189
 352.5 197.3 0.00E+00 267.71  6.07  98140 0.00189
 204.9 197.1 0.00E+00 267.59  5.25  98190 0.00190
  49.2 195.1 0.00E+00 266.32  4.52  98230 0.00181
  -0.2 196.5 0.00E+00 265.07  4.96  98340 0.00176
  -0.2 197.6 0.00E+00 264.78  4.43  98320 0.00179
  -0.3 196.1 0.00E+00 262.04  2.09  98420 0.00153
  -0.2 195.5 0.00E+00 261.45  2.25  98470 0.00150
  -0.2 195.0 0.00E+00 261.19  2.57  98490 0.00146
  -0.2 206.9 0.00E+00 262.79  3.23  98470 0.00164
  -0.2 199.2 0.00E+00 262.82  1.60  98460 0.00165
  -0.2 204.9 0.00E+00 261.70  1.34  98440 0.00158
  -0.6 232.3 0.00E+00 259.88  1.15  98490 0.00137
  -0.2 246.7 0.00E+00 260.95  1.51  98490 0.00151
  -0.2 262.0 0.00E+00 262.54  1.65  98470 0.00167
  -0.2 243.7 0.00E+00 263.19  2.74  98440 0.00165
  -0.2 222.0 0.00E+00 262.40  2.21  98540 0.00153
  -0.2 195.4 0.00E+00 261.56  2.95  98600 0.00138
   7.2 206.8 0.00E+00 260.65  1.46  98650 0.00131
  88.3 211.1 0.00E+00 261.37  1.40  98640 0.00137
 247.8 192.9 0.00E+00 263.15  2.11  98650 0.00143
 374.6 192.9 0.00E+00 263.67  2.53  98710 0.00140
 277.6 252.6 0.00E+00 263.73  1.82  98680 0.00143
 316.0 250.7 0.00E+00 264.30  1.81  98590 0.00150
 288.9 253.1 0.00E+00 265.04  1.33  98540 0.00153
 236.9 243.0 0.00E+00 265.02  1.63  98520 0.00148
 108.6 249.8 0.00E+00 264.27  1.41  98580 0.00146
  21.8 257.7 0.00E+00 263.92  1.41  98640 0.00149
  -0.2 258.7 0.00E+00 263.71  1.62  98670 0.00152
  -0.2 257.6 0.00E+00 263.47  2.51  98700 0.00145
  -0.2 263.4 0.00E+00 263.46  2.34  98710 0.00144
  -0.2 263.2 0.00E+00 263.45  1.89  98710 0.00147
  -0.2 263.8 0.00E+00 263.58  1.97  98720 0.00151
  -1.1 227.6 0.00E+00 263.15  1.54  98770 0.00151
  -0.2 236.2 0.00E+00 262.06  0.97  98820 0.00148
  -0.2 225.0 0.00E+00 261.76  0.32  98840 0.00147
  -0.5 206.2 0.00E+00 260.86  0.54  98840 0.00146
  -0.2 221.0 0.00E+00 260.46  0.55  98870 0.00143
  -0.6 209.7 0.00E+00 259.40  0.34  98880 0.00133
  -0.5 221.0 0.00E+00 258.89  0.84  98880 0.00125
  -3.6 224.0 0.00E+00 257.75  0.63  98900 0.00112
  -4.4 224.9 0.00E+00 256.43  1.04  98920 0.00100
   4.5 228.2 0.00E+00 256.34  0.51  98900 0.00099
  93.9 238.2 0.00E+00 258.06  1.22  98890 0.00110
 202.8 248.3 0.00E+00 261.79  0.68  98830 0.00142
 363.0 221.1 0.00E+00 263.14  1.67  98800 0.00161
 499.9 196.8 0.00E+00 264.46  2.55  98780 0.00172
 472.7 204.1 0.00E+00 265.59  2.71  98690 0.00175
 311.8 205.5 0.00E+00 266.07  2.47  98600 0.00179
 201.7 226.3 0.00E+00 266.11  2.23  98570 0.00185
  99.9 222.4 0.00E+00 266.03  1.54  98560 0.00189
  27.4 215.4 0.00E+00 264.98  1.64  98530 0.00182
  -0.2 209.2 0.00E+00 263.78  1.50  98530 0.00173
  -0.2 219.1 0.00E+00 262.69  1.33  98590 0.00166
  -0.2 230.4 0.00E+00 262.59  1.42  98640 0.00160
  -0.2 222.7 0.00E+00 262.61  1.33  98640 0.00159
  -0.2 211.4 0.00E+00 262.37  1.33  98640 0.00156
  -0.2 212.3 0.00E+00 262.27  1.06  98640 0.00158
  -0.2 216.2 0.00E+00 261.84  0.97  98610 0.00156
  -0.2 237.0 0.00E+00 260.19  0.48  98570 0.00141
   0.0 272.1 0.00E+00 261.78  0.47  98460 0.00160
  -0.1 273.2 0.00E+00 264.09  1.44  98400 0.00188
  -0.1 275.0 0.00E+00 265.19  1.79  98340 0.00209
  -0.2 276.6 0.00E+00 265.94  1.39  98300 0.00222
  -0.2 279.7 0.00E+00 266.25  1.35  98300 0.00229
  -0.2 281.5 0.00E+00 266.69  2.07  98290 0.00238
   0.4 282.6 0.00E+00 266.94  1.64  98310 0.00243
  26.3 285.1 0.00E+00 267.33  2.50  98280 0.00247
  96.6 289.9 0.00E+00 267.96  2.91  98250 0.00255
 199.6 289.1 0.00E+00 268.90  2.85  98200 0.00265
 282.2 290.9 0.00E+00 269.65  4.01  98060 0.00276
 230.8 294.1 0.00E+00 270.07  3.53  97970 0.00283
 186.7 294.0 0.00E+00 270.21  3.32  97880 0.00288
 155.8 291.2 0.00E+00 270.41  3.38  97830 0.00294
 120.5 265.0 0.00E+00 270.34  3.38  97810 0.00296
  25.8 268.3 0.00E+00 269.85  2.79  97850 0.00293
  -0.1 278.9 0.00E+00 269.15  2.40  97880 0.00287
  -0.1 287.8 0.00E+00 269.62  2.81  97900 0.00296
  -0.1 294.0 0.00E+00 269.75  2.47  97910 0.00300
   0.0 295.4 0.00E+00 269.86  2.77  97860 0.00304
   0.0 293.3 0.00E+00 270.18  3.86  97790 0.00311
  -0.1 291.1 0.00E+00 270.11  4.34  97760 0.00311
  -0.1 293.5 0.00E+00 270.12  3.54  97760 0.00311
   0.0 292.9 0.00E+00 270.21  3.18  97700 0.00314
   0.0 293.6 0.00E+00 270.37  3.97  97670 0.00317
  -0.1 294.6 0.00E+00 270.22  4.38  97690 0.00314
  -0.1 294.5 0.00E+00 269.99  4.20  97640 0.00309
   0.0 294.6 0.00E+00 269.76  4.89  97520 0.00304
  -0.1 293.7 0.00E+00 269.46  3.74  97530 0.00297
  -0.2 291.7 0.00E+00 269.00  3.97  97570 0.00287
   2.3 290.1 0.00E+00 268.61  4.06  97550 0.00279
  34.4 288.3 0.00E+00 268.44  4.15  97530 0.00275
 109.6 287.7 0.00E+00 268.88  4.67  97510 0.00284
 169.7 287.9 0.00E+00 269.44  5.11  97480 0.00297
 231.6 290.4 0.00E+00 269.85  5.43  97380 0.00306
